"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2018","12","7","The sky is yours : a novel / Chandler Klang Smith.","Smith, Chandler Klang, 1984-","Dragons Fiction, Science fiction, Dystopian fiction, Fantasy fiction","Hogarth, an imprint of the Crown Publishing Group, a division of Penguin Random House LLC,","[2018]"
"Physical","Horizon","BOOK","2018","12","1","Cleopatra / Adèle Geras ; illustrated by M.P. Robertson.","Geras, Adèle","Cleopatra Queen of Egypt 30 B C Juvenile literature, Queens Egypt Biography Juvenile literature, Kings queens rulers etc Egypt Biography, Egypt History 332 30 B C Juvenile literature","Kingfisher,","2007."
"Physical","Horizon","BOOK","2018","12","1","100 contemporary artists = 100 zeitgenössische Künstler = 100 artistes contemporains. L-Z / edited by Hans Werner Holzwarth.",,"Art Modern 21st century, Artists Biography","Taschen,","[2012]"
"Physical","Horizon","VIDEODISC","2018","12","3","Sesame Street old school, 1979-1984. Volume 3 / Sesame Workshop.",,"Big Bird Fictitious character Juvenile drama, Cookie Monster Fictitious character Juvenile drama, Grover Fictitious character Henson Juvenile drama, Childrens television programs, Television series, Video recordings for the hearing impaired","Warner Home Video ,","2012."
"Physical","Horizon","BOOK","2018","12","1","Ji jin jing li / Zhao Di, zhu.","Zhao, Di","Business Fiction","Qinghua da xue chu ban she,","2007."
"Physical","Horizon","BOOK","2018","12","1","Black girl magic : a poem / by Mahogany L. Browne ; art by Jess X. Snow.","Browne, Mahogany L.","African American children Poetry, American poetry African American authors, African American girls Poetry, American poetry","Roaring Brook Press,","2018"
"Physical","Horizon","BOOK","2018","12","8","Martha Stewart's handmade holiday crafts : 225 inspired projects for year-round celebrations / from the editors of Martha Stewart Living.",,"Holiday decorations, Handicraft","Potter Craft,","[2011]"
"Physical","Horizon","VIDEODISC","2018","12","2","Queen Victoria's children / Blakeway for BBC ; series producer, Lucy McDowell ; BBC Worldwide Sales & Distribution.",,"Victoria Queen of Great Britain 1819 1901, Victoria Queen of Great Britain 1819 1901 Family, Great Britain Kings and rulers Children Biography, Great Britain History Victoria 1837 1901, Biographical television programs, Historical television programs, Nonfiction television programs, Documentary television programs, Video recordings for the hearing impaired, Television programs for the hearing impaired","Warner Home Video,","2013."
"Physical","Horizon","BOOK","2018","12","8","The nightmare before Christmas / written & illustrated by Tim Burton.","Burton, Tim, 1958-","Christmas stories Juvenile fiction, Halloween Juvenile fiction, Stories in rhyme Juvenile fiction","Disney Press,","2013."
"Physical","Horizon","BOOK","2018","12","1","Moonday / Adam Rex.","Rex, Adam","Moon Juvenile fiction","Disney Hyperion Books,","[2013]"
"Physical","Horizon","BOOK","2018","12","2","The little Brute family / story by Russell Hoban ; pictures by Lillian Hoban.","Hoban, Russell","Conduct of life Fiction, Families Fiction, Etiquette Fiction","Square Fish,","2011."
"Physical","Horizon","BOOK","2018","12","9","Roll of thunder, hear my cry / Mildred D. Taylor ; introduction by Jacqueline Woodson ; illustration by Kadir Nelson.","Taylor, Mildred D.","African Americans Juvenile fiction, Logan family Fictitious characters Taylor Juvenile fiction, Depressions 1929 Juvenile fiction, Prejudices Juvenile fiction, Race relations Fiction, Mississippi Race relations Juvenile fiction, Mississippi History 20th century Fiction","Dial Books for Young Readers,","[2016]"
"Physical","Horizon","BOOK","2018","12","8","The real poop on pigeons! : a Toon book / by Kevin McCloskey.","McCloskey, Kevin","Pigeons Juvenile literature","Toon Books,","[2015]"
"Physical","Horizon","VIDEODISC","2018","12","5","Alpeis / Haos Film ; in co-production with ERT, Faliro House Productions, Feelgood Entertainment, Marni Films, Avion Films, Cactus Three Films, Maharaja Films ; with the support of the Greek Film Centre & the Media Programme of the European Union ; produced by Athina Rachel Tsangari & Yorgos Lanthimos ; written by Yorgos Lanthimos & Efthimis Filippou ; directed by Yorgos Lanthimos.",,"Loss Psychology Drama, Attachment behavior Drama, Bereavement Drama, Feature films, Fiction films","Kino Lorber ; The Match Factory,","2012."
"Digital","OverDrive","EBOOK","2018","12","1","Mount Dragon","Douglas Preston","Fiction, Thriller","Macmillan Publishers","2013"
"Digital","OverDrive","EBOOK","2018","12","1","Beauty, Inc.","Tara Lain","Fantasy, Fiction, Romance","Dreamspinner Press","2016"
"Digital","OverDrive","EBOOK","2018","12","2","Fields of Fire: A Novel","James Webb","Fiction, Historical Fiction, Literature, Thriller","Random House, Inc.","2015"
"Physical","Horizon","BOOK","2018","12","1","Learning to weave with Debbie Redding / illustrations by Kim Jonas ; photography by Joe Coca.","Redding, Debbie","Hand weaving","Interweave Press,","[1984]"
"Digital","OverDrive","AUDIOBOOK","2018","12","7","Only to Sleep: A Philip Marlowe Novel (unabridged) (Unabridged)","Lawrence Osborne","Fiction, Literature, Mystery","Books on Tape","2018"
"Physical","Horizon","BOOK","2018","12","2","Metaphors we live by / George Lakoff and Mark Johnson.","Lakoff, George","Language and languages Philosophy, Metaphor, Concepts, Truth","University of Chicago Press,","2003."
"Physical","Horizon","VIDEODISC","2018","12","17","My mother and other strangers / BBC Northern Ireland drama production ; Masterpiece co-production ; writer, Barry Devlin ; director, Adrian Shergold ; producer, Grainne Marmion.",,"Air bases Ireland Drama, World War 1939 1945 Drama, Television mini series, Historical television programs, Fiction television programs, Video recordings for the hearing impaired","PBS,","[2017]"
"Digital","OverDrive","EBOOK","2018","12","1","Colors & Numbers","Louise Hay","Nonfiction, Self-Improvement","Random House, Inc.","2010"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Emmy & Oliver (Unabridged)","Robin Benway","Romance, Young Adult Fiction, Young Adult Literature","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","BOOK","2018","12","8","Birds of a feather : a novel / Jacqueline Winspear.","Winspear, Jacqueline, 1955-","Women private investigators England London Fiction, Young women Crimes against Fiction, Inheritance and succession Fiction, Children of the rich Fiction, World War 1914 1918 Fiction, Missing persons Fiction, Dobbs Maisie Fictitious character Fiction, London England Fiction, Detective and mystery fiction, Historical fiction","Soho Crime,","[2015]"
"Physical","Horizon","BOOK","2018","12","2","Boys who rocked the world : heroes from King Tut to Bruce Lee / Michelle Roehm McCann & the editors of Beyond Words Publishing ; interior illustrations, David Hahn.","McCann, Michelle Roehm, 1968-","Boys Biography Juvenile literature, Heroes Biography Juvenile literature, Men Biography Juvenile literature","Aladdin ; Beyond Words,","2012."
"Physical","Horizon","VIDEODISC","2018","12","1","Survivors : the complete original series / BBC ; produced by Terence Dudley ; directed by Pennant Roberts ... [and others] ; written by Terry Nation .. [and others]..",,"Epidemics Drama, Communicable diseases Drama, Human experimentation in medicine Drama, Television series, Science fiction television programs, Fiction television programs, Video recordings for the hearing impaired","BBC Worldwide Limited : Warner Home Video [distributor],","[2010]"
"Digital","OverDrive","EBOOK","2018","12","1","Street Rap","Shaun Sinclair","African American Fiction, Fiction, Suspense, Thriller","Random House, Inc.","2018"
"Digital","OverDrive","EBOOK","2018","12","1","Handbook For Writing Proposals: Second Edition","Robert J. Hamper","Business, Nonfiction","McGraw-Hill Professional","2010"
"Digital","OverDrive","EBOOK","2018","12","2","The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation","Kamlesh D. Patel","New Age, Nonfiction, Philosophy, Religion & Spirituality","New Harbinger Publications","2018"
"Digital","OverDrive","EBOOK","2018","12","1","The Crown Ain't Worth Much","Hanif Willis-Abdurraqib","Fiction, Literature","SCB Distributors","2017"
"Digital","OverDrive","AUDIOBOOK","2018","12","6","Kafka on the Shore (Unabridged)","Haruki Murakami","Fantasy, Fiction, Literature","Books on Tape","2017"
"Physical","Horizon","VIDEODISC","2018","12","5","Charles Bradley : soul of America / Sum of US presents ; directed by Poull Brien ; produced by Alexander Brough ; co producer Sam Connelly and Ovasen Post Production ; music by Charles Bradley and Menahan Street Band.",,"Bradley Charles 1948 2017, Soul musicians Biography, Musicians United States Biography, Soul music History and criticism, Biographical films, Documentary films, Nonfiction films, Feature films","Daptone Records,","[2014?]"
"Physical","Horizon","BOOK","2018","12","17","The argonauts / Maggie Nelson.","Nelson, Maggie, 1973-","Nelson Maggie 1973 Family, Sexual minorities families","Graywolf Press,","[2015]"
"Physical","Horizon","BOOK","2018","12","2","The Ukrainian night : an intimate history of revolution / Marci Shore.","Shore, Marci","Ukraine Conflict 2014, Ukraine Conflict 2014 Personal narratives, Ukraine Politics and government 1991, Ukraine Foreign relations Russia Federation, Russia Federation Foreign relations Ukraine","Yale University Press,","[2017]"
"Digital","OverDrive","EBOOK","2018","12","3","The Lady Chosen: Bastion Club Series, Book 2","STEPHANIE LAURENS","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2005"
"Physical","Horizon","BOOK","2018","12","2","The art of horror movies : an illustrated history / edited by Stephen Jones ; foreword by John Landis.",,"Horror films History and criticism, Art in motion pictures","Applause Theatre & Cinema Books, an imprint of Hal Leonard LLC,","2017."
"Physical","Horizon","SOUNDDISC","2018","12","2","Mercer Girls / Libbie Hawker.","Hawker, Libbie","Mercer A S Asa Shinn 1839 1917 Fiction, Mercer Girls Fiction, Mail order brides Fiction, Women pioneers Washington State Fiction, Frontier and pioneer life Washington State Seattle Fiction, Historical fiction, Audiobooks","Brilliance Audio,","[2016]"
"Physical","Horizon","BOOK","2018","12","2","The visit / by Bobby Lynn Maslen ; pictures by John R. Maslen.","Maslen, Bobby Lynn","Readers Primary Juvenile fiction, Reading Phonetic method Juvenile fiction, Vocabulary Study and teaching Primary Juvenile fiction, English language Study and teaching Primary Juvenile fiction","Scholastic,","2006."
"Physical","Horizon","BOOK","2018","12","1","Backpacker. Complete guide to outdoor gear maintenance and repair : step-by-step techniques to maximize performance and save money / Kristin Hostetter.","Hostetter, Kristin","Backpacking Equipment and supplies, Backpacking Maintenance and repair","FalconGuides,","[2012]"
"Digital","OverDrive","EBOOK","2018","12","2","Demon Rumm","Sandra Brown","Fiction, Romance","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2018","12","2","The professor is in : the essential guide to turning your Ph. D. into a job / Karen Kelsky.","Kelsky, Karen, 1964-","Graduate students Employment United States, College graduates Employment United States, Job hunting United States, Professional employees Supply and demand United States","Three Rivers Press,","[2015]"
"Physical","Horizon","BOOK","2018","12","1","Dressing the decades : twentieth-century vintage style / Emmanuelle Dirix.","Dirix, Emmanuelle","Fashion History 20th century, Clothing and dress History 20th century","Yale University Press,","[2016]"
"Digital","OverDrive","EBOOK","2018","12","6","NW: A Novel","Zadie Smith","Fiction, Literature","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2018","12","3","Judy Moody and the Bad Luck Charm","Megan McDonald","Juvenile Fiction, Juvenile Literature","Candlewick Press","2012"
"Digital","OverDrive","EBOOK","2018","12","5","Serpent's Shadow: The Kane Chronicles Graphic Novel Series, Book Three","Rick Riordan","Comic and Graphic Books, Juvenile Fiction, Juvenile Literature","Disney Digital Books","2017"
"Physical","Horizon","BOOK","2018","12","1","The courage way : leading and living with integrity / Center for Courage & Renewal and Shelly L. Francis ; foreword by Parker J. Palmer.","Francis, Shelly L.,","Courage, Integrity, Leadership, Conduct of life","Berrett-Koehler Publishers,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2018","12","3","Power: Why Some People Have It - and Others Don't (unabridged) (Unabridged)","Jeffrey Pfeffer","Nonfiction, Self-Improvement","Dreamscape Media, LLC","2011"
"Physical","Horizon","VIDEODISC","2018","12","3","Iceman murder mystery / a production of Nova and National Geographic Television ; produced and directed by David Murdock and Brando Quilici ; recreations directed by Noel Dockstader.",,"Otzi Ice mummy, Prehistoric peoples Europe, Nonfiction films, Documentary films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Distributed by PBS Distibution,","[2011]"
"Physical","Horizon","MUSIC","2018","12","1","Play a song of Christmas : 35 favorite Christmas songs and carols in easy arrangements for band or orchestra / [arranged] by Ruth L. Zimmerman.",,"Cello and piano music Arranged Scores and parts, Bassoon and piano music Arranged Scores and parts, Trombone and piano music Arranged Scores and parts, Baritone and piano music Arranged Scores and parts, Tuba and piano music Arranged Scores and parts, Christmas music, Carols Instrumental settings","T. Presser Co.,","[1962]"
"Physical","Horizon","BOOK","2018","12","1","The Albers collection of pre-Columbian art / Karl Taube ; foreword by Michael D. Coe ; preface by Nicholas Fox Weber ; photographs by William K. Sacco.","Taube, Karl A.","Albers Anni Ethnological collections, Albers Josef Ethnological collections, Peabody Museum of Natural History Catalogs, Indian art Mexico Catalogs, Indians of Mexico Antiquities Catalogs","Hudson Hill Press : Rizzoli International [distributor],","[1988]"
"Physical","Horizon","SOUNDDISC","2018","12","1","Singing bones / the Handsome Family.","Handsome Family (Musical group)","Popular music 2001 2010, Country music 2001 2010","Carrot Top Records,","[2003]"
"Physical","Horizon","BOOK","2018","12","1","Listen 'n' learn Spanish with your favorite movies / Scott Thomas and Gaby Thomas.","Thomas, Scott (Daniel Scott)","Spanish language Textbooks for foreign speakers English, Spanish language Self instruction, Spanish language Spoken Spanish Audio visual aids, Motion pictures United States Plots themes etc","McGraw-Hill,","[2010]"
